,song_name,key_signature	,harmonic_red,key_signature
10,"013---Jeet-Gannguli,-Arijit-Singh---Muskurane-(From-Citylights-)---Romantic_basic_pitch.mid",,"['i', 'ii42', 'iv43', 'ii', 'iv42', 'iv42', 'III7', 'III64', 'III64', 'III64', 'III64', 'i7', 'i', 'v65', 'v', 'III64', 'VII', 'ii', 'vi7', 'vi7', 'i', 'bi', 'ii42', 'bi', 'i', 'i', 'i', 'i53', 'i53', 'i53', 'i53', 'i', 'i53', 'VII53', 'vii', 'v', 'VII', 'vi', 'vi', 'VI', 'i', 'bi', 'i', 'i53', 'i', 'v7', 'i', 'i42', 'VI', 'VI', 'i42', 'i', 'i7', 'VII42', 'vi', 'i7', 'i7', 'vii', 'vi', 'vi', 'ii42', 'i', 'i', 'i', 'i53', 'iii', 'bv', 'VII53', 'VII53', 'ii', 'VI53', 'ii', 'i53', 'i', 'III53', 'iii42', 'VII', 'VII53', 'v7', 'VI53', 'ii', 'i', 'i', 'ii42', 'bi', 'i', 'v7', 'i', 'i', 'VI', 'VI53', 'VI', 'iv43', 'i', 'ii', 'VI', 'iv42', 'i', 'i', 'vi', 'VI', 'i', 'i7', 'i53', 'ii', 'i53', 'iii7', 'bv', 'VII6', 'VII53', 'ii', 'ii43', 'ii', 'i53', 'i', 'i53', 'iii7', 'VII', 'VII53', 'v7', 'iv65', 'VI', 'ii7', 'i', 'ii42', 'i', 'i', 'i', 'i', 'iv43', 'VII', 'iv6', 'iii', 'ii42', 'ii42', 'iii', 'vii', 'iii', 'vii', 'VII', 'vi', 'vi', 'i', 'bi', 'bi', 'bi', 'i', 'i', 'VI43', 'i53', 'VII7', 'vi', 'VI53', 'i', 'i', 'ii', 'vi', 'iv42', 'i', 'i', 'VI53', 'VI64', 'i', 'i7', 'III64', 'i7', 'i']",b minor
11,"014---Shankar-Ehsaan-Loy,-Sonu-Nigam,-Alka-Yagnik---Tumhi-Dekho-Naa_basic_pitch.mid",,"['iii', 'I65', 'vi', 'ii', 'bVII53', 'v64', 'ii42', 'v', 'v', 'v', 'v', 'i', 'i', 'vi', 'vi', 'iv7', 'vi42', 'vi42', 'vi', 'i7', 'IV', 'I53', 'vi53', 'vi', 'iii', 'vi', 'v', 'i', 'vi', 'vi', 'v43', 'vi53', 'vi', 'vi53', 'v7', 'ii', 'ii64', 'I53', 'i', 'i', '#ii', 'IV65', 'iii65', 'vi7', 'ii', 'i', 'vi53', 'IV6', 'i', 'i', 'I', 'I53', 'iii53', 'i', 'IV53', 'I64', 'I53', 'I53', 'iii53', 'IV', 'IV53', 'iii', 'i', 'I64', 'i', 'i', 'I', 'iii53', 'iii', 'vi', 'I53', 'i', 'I53', 'iii', 'bvii', 'i7', 'i', 'I65', 'v', 'IV', 'ii53', 'iii42', 'V', 'I53', 'vi53', 'vi7', 'iii', 'vi', '#v', 'i7', 'vi53', 'vi7', 'iii', 'i', 'I7', 'i7', 'I', 'iv', 'i7', 'iii', 'i', 'vi53', 'ii', 'ii7', 'vi', 'iii', 'iii53', 'vi7', 'ii', 'ii7', 'vi53', 'iii', 'I7', 'i', 'i', 'I', 'i', 'iii53', 'iii53', 'bvii', 'i', 'I53', 'i', 'iii', 'iii', 'bvii7', 'i', 'I', 'vi', 'IV', 'ii', 'ii', 'vi', 'I7', 'I53', 'vi', 'ii', 'iii65', 'vi53', 'I53', 'i', 'vi53', 'IV53', 'vi42', 'vi', 'vi', 'vi53', 'IV', 'ii53', 'v43', 'i', 'I', 'vi6', 'I', 'IV7', 'I64', 'i', 'I', 'vi53', 'vi53', 'IV', 'i43', 'i', 'ii', 'i', 'i', 'iv7', 'V53', 'i7', 'I', 'I', 'I53', 'I53']",F major
12,"015---Lucky-Ali,-Ramya---Na-Tum-Jano-Na-Hum_basic_pitch.mid",,"['i42', 'V', 'v', 'v', 'i', 'i43', 'iv', 'iv', 'ii', 'V53', 'ii7', 'i', 'I53', 'I64', 'I53', 'I53', 'v42', 'i', 'iii7', 'ii65', 'I53', 'iii7', 'v', 'I53', 'iii7', 'v', 'I53', 'iv', 'iii65', 'I', 'v42', 'vi65', 'I', 'I', 'ii53', 'ii', 'I', 'ii', 'ii', 'ii', 'v7', 'V', 'i', 'IV', 'i', 'I53', 'I', 'i', 'I', 'I', 'ii', 'ii7', 'ii42', 'v43', 'ii', 'v', 'vii', 'I53', 'ii42', 'i', 'I65', 'v', 'I53', 'I53', 'I', 'i', 'ii', 'I', 'vi', 'I7', 'i', 'I', 'I', 'iii53', 'vi', 'I53', 'I65', 'i', 'I', 'I53', 'I', 'iv', 'iv', 'iii', 'iv', 'ii53', 'iii65', 'I', 'i', 'I', 'iv', 'iv', 'iii42', 'ii', 'iv43', 'I53', 'I', 'ii53', 'ii', 'ii7', 'ii', 'v43', 'ii', 'v', 'i', 'I6', 'vii', 'iii65', 'iii7', 'v', 'i', 'I', 'I7', 'vi7', 'vii', 'i', 'i', 'iii53', 'vi', 'ii43', 'V53', 'V53', 'iii', 'v42', 'iii42', 'I', 'iv', 'V', 'bvi42', 'iv', 'ii', 'ii', 'iv65', 'I', 'iv43', 'vi65', 'I42', 'bVI65', 'I', 'v43', 'IV', 'iii42', 'I', 'I', 'iii42', 'ii', 'bII', 'v43', 'v43', 'ii', 'v', 'I64', 'I6', 'iv', 'i', 'I53', 'iii65', 'I', 'ii53', 'IV64', 'ii', 'ii53', 'ii', 'iii', 'ii53', 'V53', 'i', 'iii53', 'I64', 'ii', 'IV64', 'I', 'v', 'ii7', 'ii', 'V53', 'iii6', 'i', 'vii', 'i', 'I6', 'iv', 'i', 'I6', 'ii65', 'I53', 'IV', 'iii', 'I53', 'I']",A major
13,016---Lucky-Ali---Ek-Pal-Ka-Jeena_basic_pitch.mid,,"['vii', 'bii', 'bV', 'bii', 'biv', 'i', 'bVII', 'biv', 'bvii', 'i', 'iv42', 'v7', 'i', 'v42', 'biv', 'v7', 'i', 'biv', 'i', 'iv', 'VI65', 'VI65', 'i', 'i', 'i42', 'i', 'i', 'iv', 'i', 'iv', 'v42', 'iv', 'iv', 'vii', 'i42', 'i', 'i42', 'i6', 'iv', 'v42', 'iv', 'vii', 'vii', 'iii7', 'iii7', 'iii', 'iii7', 'iii', 'v65', 'VI', 'VII', 'v53', 'i53', 'v', 'i53', 'i', 'v', 'i', 'i', 'iv', 'i', 'i', 'i', 'i', 'i', 'ii42', 'i42', 'i', 'i7', 'i53', 'VII', 'i53', 'i42', 'iv', 'bII65', 'i53', 'i53', 'i7', 'i42', 'III', 'i', 'iii43', 'i', 'bII65', 'iv43', 'i42', 'i', 'i53', 'i53', 'iv', 'i', 'i', 'i42', 'i', 'i42', 'III65', 'i42', 'i42', 'III53', 'iii', 'VI', 'i', 'i', 'i42', 'v7', 'i53', 'i', 'i', 'i53', 'v7', 'i43', 'i43', 'i7', 'iv', 'i6', 'iii', 'v65', 'i', 'III', 'i53', 'vii', 'iv', 'i42', 'i', 'i42', 'i42', 'i42', 'i42', 'i42', 'i42', 'i42', 'bi', 'iv65', 'i', 'i', 'i53', 'III', 'III', 'iv6', 'iv43', 'i', 'iii', 'bi7', 'i42', 'i', 'i42', 'III7', 'iv42', 'iii7', 'i', 'v', 'i', 'III65', 'i', 'i', 'v', 'i53', 'i', 'VI65', 'i', 'iv', 'iv', 'vii', 'vii', 'vii', 'iii7', 'iii7', 'iii7', 'iii7', 'iii43', 'III', 'VII', 'i', 'i43', 'i', 'III65', 'i', 'III42', 'bi', 'i', 'v', 'bi', 'i', 'i', 'i', 'i', 'i42', 'i', 'i', 'i', 'i', 'v', 'i', 'i', 'i', 'i', 'i', 'i']",f# minor
14,"017---Sunidhi-Chauhan,-Sukhwinder-Singh,-Nachiketa-Chakravorty,-Clinton-Cerejo---Beedi-(From-Omkara-)_basic_pitch.mid",,"['v', 'v7', 'v7', 'v43', 'ii', 'v43', 'v', 'v', 'I64', 'v', 'v7', 'v', 'v7', 'v7', 'v7', 'v7', 'v', 'iv', 'v7', 'v7', 'v43', 'ii', 'iv', 'IV', 'IV', 'IV', 'ii65', 'vi42', 'v', 'IV42', 'bIII', 'vi43', 'iii6', 'vi42', 'IV', 'v', 'v', 'v7', 'v', 'v7', 'biii', 'v7', 'v', 'v', 'v7', 'v', 'v7', 'V', 'V', 'bVII', 'v', 'v', 'V', 'v', 'biii', 'v', 'v7', 'v', 'ii', 'ii', 'v42', 'IV53', 'bII', 'v', 'v', 'v', 'v', 'v7', 'v7', 'v', 'v', 'v7', 'v7', 'v', 'v', 'v', 'v', 'v7', 'v', 'v7', 'v', 'v42', 'v7', 'IV', 'iv', 'V42', 'IV53', 'iv', 'IV53', '#iv', 'bIII', 'v', 'vi42', 'v', 'v', 'v7', 'V', 'V53', 'v42', 'IV', 'bVII65', 'v', 'v', 'v', 'vi42', 'v53', 'v', 'vii', 'i7', 'v', 'v42', 'V', 'i42', 'v', 'v42', 'v', 'iii65', 'v', 'I', 'v', 'v', 'v', 'iv', 'iv', 'iv', 'iv', 'iv', 'IV53', 'v42', 'v', 'v43', 'v', 'v7', 'v', 'v', 'V64', 'v7', 'iii', 'iii', 'iii', 'v7', 'v7', 'ii', 'ii', 'v42', 'IV', 'bvii43', 'IV', 'iv', 'IV', 'v', 'V', 'V7', 'v42', 'IV', 'bvii', 'v', 'v', 'v', 'v7', 'v', 'v', 'IV', 'iii65', 'i', 'v', 'IV', 'IV', 'i', 'v', 'v7', 'v7', 'bIII', 'v']",D major
15,"018---Clinton-Cerejo,-Vishal-Dadlani,-Sonu-Kakkar---Madari_basic_pitch.mid",,"['i', 'i', 'iv', 'i', 'i', 'iv', 'i', 'i', 'VI', 'iv', 'ii42', 'VI53', 'iv', 'i', 'VI7', 'iv', 'i', 'VI7', 'ii65', 'i', 'i', 'iv', 'i', 'i', 'VI7', 'i', 'i', 'i53', 'iii', 'vii', 'iv', 'iv', 'vii', 'vii', 'i', 'iv7', 'iv7', 'iii', 'i53', 'iv43', 'iv65', 'iii', 'i7', 'iv', 'i', 'iii', 'iii', 'iv7', 'i', 'vii', 'iii', 'iv7', 'III', 'iv', 'iii', 'iv', 'VI53', 'III53', 'i53', 'iv43', 'iv7', 'VI53', 'iv7', 'iv64', 'i', 'i', 'iii', 'iv7', 'i', 'v43', 'iii', 'iv', 'IV53', 'iv7', 'iv7', 'iv7', 'iii', 'i42', 'iv', 'iv7', 'iii', 'v', 'iv', 'iv', 'i7', 'v', 'iv', 'i', 'III64', 'iii', 'i', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'iv', 'i', 'iv', 'iv', 'iv', 'vii', 'v42', 'iv', 'iv', 'iv', 'iv', 'v42', 'iv43', 'vii', 'vii', 'v', 'iv', 'iv', 'ii65', 'iv', 'i', 'ii', 'iv', 'vii', 'iv', 'iv', 'iv', 'iv', 'v42', 'iv', 'i7', 'iv', 'iv', 'iii', 'iv7', 'iv43', 'vii', 'VI', 'III', 'iv', 'iv43', 'ii65', 'iii', 'iv42', 'vii', 'iv43', 'vii', 'VII', 'iv', 'i', 'i43', 'VI42', 'VI', 'v42', 'iv53', 'v', 'iv', 'iv', 'iv', 'iv53', 'VII6', 'VI53', 'vii42', 'vii', 'iv', 'vii', 'iv', 'iv', 'iv', 'iv', 'iii', 'vi', 'iv53', 'iv', 'iv65', 'iii', 'iv', 'VI7', 'iii', 'VI6', 'iv7', 'iv7', 'vi', '#i', 'i', 'i', 'i', 'iii', 'iv', 'i', 'v43', 'iii', 'iv', 'iv', 'i42', 'i', 'iv7', 'iv65', 'iii', 'III6', 'i', 'III', 'iii', 'iii', 'iv7', 'iv', 'VII53', 'iii', 'i', 'iv', 'v', 'III53', 'i', 'iv', 'i7', 'III64', 'i7', 'iv', 'i53', 'VII53', 'i42', 'VI42', 'v42', 'v', 'III53', 'iv', 'i', 'vii', 'iii', 'i', 'i', 'i', 'VI53', '#i']",g minor
16,"019---Kailash-Kher,-Paresh-Kamath,-Naresh-Kamath---Teri-Deewani_basic_pitch.mid",,"['vii', 'ii42', 'vii', 'bVII42', 'bii42', 'ii42', 'iii42', 'iv42', 'I', 'biii43', 'bii', 'bii', 'I', 'i', 'iii7', 'I', 'iii42', 'v43', 'I', 'iii42', 'vi', 'iii42', 'ii', 'v', 'i42', 'bVII7', 'iii42', 'I42', 'I42', 'I42', 'I', 'I64', 'bVII', 'ii', 'ii53', 'I64', 'I43', 'i', 'I64', 'I65', 'ii', 'ii7', 'vi42', 'ii43', 'I', 'iv', 'ii7', 'I', 'ii7', 'ii42', 'ii43', 'iv', 'iv', 'i', 'ii7', 'ii7', 'I', 'ii7', 'ii53', 'ii', 'i', 'i', 'iv', 'i', 'ii', 'ii', 'ii53', 'iv', 'v43', 'ii7', 'bVII', 'ii7', 'ii65', 'I53', 'ii', 'i', 'ii7', 'bvii', 'ii53', 'I42', 'ii42', 'IV', 'ii7', 'I53', 'bVII53', 'ii', 'ii', 'I53', 'I53', 'I53', 'iv', 'ii6', 'ii42', 'ii7', 'IV', 'vi', 'I53', 'ii42', 'ii42', 'I', 'ii7', 'iv43', 'ii', 'i', 'ii', 'I53', 'ii7', 'vi65', 'I', 'ii7', 'ii53', 'I64', 'bVII65', 'i43', 'ii7', 'bvii', 'ii65', 'I53', 'vi42', 'vi', 'ii65', 'v', 'ii53', 'I53', 'i42', 'ii', 'ii53', 'vi', 'I64', 'I43', 'i', 'i43', 'ii42', 'bVII', 'vi42', 'iv', 'ii7', 'I', 'ii7', 'I', 'ii42', 'ii53', 'ii', 'vi42', 'i', 'v7', 'I64', 'ii7', 'v', 'ii', 'IV', 'ii42', 'ii', 'I', 'ii', 'I53', 'ii7', 'ii', 'ii7', 'v', 'I6']",D major
17,"020---Kailash-Kher,-Paresh-Kamath,-Naresh-Kamath---Saiyyan_basic_pitch.mid",,"['iii42', 'I', 'I', 'i', 'i', 'IV53', 'IV53', 'IV', 'I6', 'vi7', 'i', 'i', 'iv', 'iv', 'IV53', 'i', 'I53', 'I64', '-', 'I53', 'vi7', 'V53', 'IV43', 'V7', 'IV53', 'iv', 'iii', 'iii', 'III7', 'iv', 'iv', 'iii7', 'I53', 'i', 'i', 'I53', 'i', 'vi7', 'ii7', 'I7', 'iii', 'I53', 'IV', 'IV53', 'i', 'I53', 'i', 'vii43', 'IV', 'i', 'iv', 'V42', 'IV64', 'IV', 'vi7', 'iv', 'IV', 'iv', 'i', 'vi7', 'iii', 'I', 'I', 'I53', 'I', 'I53', 'iv', 'I', 'i', 'iv', 'IV7', 'V42', 'IV', 'V42', 'iv', 'I43', 'i', 'iii', 'vi', 'I', 'iv', 'I', 'I', 'I53', 'i', 'vi7', 'v43', 'I', 'V53', 'vii43', 'V', 'iii', 'I53', 'I65', 'IV53', 'vi7', 'iii', 'i', 'v', 'I53', 'i', 'i42', 'I6', 'ii7', 'I42', 'v', 'I64', 'iv', 'I53', 'I64', 'i', 'I53', 'vi42', 'I53', 'i', 'I', 'iv', 'iv43', 'i', 'I53', 'I53', 'iv', 'iv43', 'ii42', 'iv', 'iv', 'V42', 'IV53', 'IV7', 'iv', 'V', 'i', 'IV7', 'vi7', 'I53', 'iv', 'iii', 'i', 'I53', 'I64', 'vi7', 'i', 'iii65', 'iii', 'iv', 'IV53', 'I7', 'I64', 'iii', 'vii43', 'IV53', 'IV', 'V42', 'I6', 'V42', 'V', 'IV53', 'iii7', 'v', 'IV', 'IV7', 'vii43', 'iii7', 'IV7', 'V53', 'ii', 'iv', 'iii43', 'IV7', 'IV7', 'IV', 'i']",C major
18,021---Atif-Aslam---Jeena-Jeena-(From-Badlapur-)_basic_pitch.mid,,"['iv', 'vi53', 'IV42', 'I', 'I', 'iv42', 'vi', 'iv42', 'iii65', 'iv43', 'ii42', 'I7', 'iv', 'i', 'vi43', 'vi43', 'vi7', 'i', 'vi7', 'vi43', 'I', 'v', 'v', 'ii42', 'vi', 'IV', 'ii65', 'I', 'ii', 'vi', 'IV', 'I', 'vi7', 'vi64', 'IV53', 'vi42', 'v', 'vi53', 'I6', 'ii', 'v', 'vi7', 'vi43', 'iii', 'vi42', 'i', 'vi53', 'I6', 'ii7', 'v', 'i', 'ii', 'vi', 'ii', 'I', 'I', 'ii', 'IV64', 'iii', 'I', 'vii', 'iii53', 'ii53', 'V53', 'iv43', 'ii', 'ii', 'iii', 'I53', 'I65', 'ii', 'vii', 'i', 'vi', 'I6', 'i', 'I', 'vi53', 'I', 'v', 'vi53', 'iii53', 'ii7', 'v', 'vi42', 'vi7', 'I6', 'IV', 'i', 'vi', 'iii7', 'i', 'v', 'v7', 'ii', 'iii7', 'iv', 'v', 'I', 'ii65', 'I', 'ii', 'ii', 'iv43', 'ii', 'iv42', 'iii65', 'I53', 'ii42', 'ii', 'iv43', 'i', 'i', 'i']",F major
19,"022---Atif-Aslam,-Shreya-Ghoshal---Jeene-Laga-Hoon-(From-Ramaiya-Vastavaiya-)_basic_pitch.mid",,"['v', 'v53', 'III65', 'ii', 'ii', 'ii65', 'VII', 'ii42', 'iv', '#vi42', 'IV42', 'iv', 'v42', '#vi43', '#vi43', 'iv', 'IV', 'v', 'III7', 'v42', 'v', 'v', 'v', 'IV7', 'iv42', 'v7', 'IV42', 'v42', 'v42', 'III', 'IV', 'v53', 'III7', 'VII53', 'VII64', 'IV', 'IV', '#vi', 'iv', 'i', 'v7', '#vi42', 'iv', 'v', 'v53', 'VII7', 'VII', 'VII', '#vi', 'v', 'iv7', 'VII53', 'I', 'i', 'IV', 'v', 'ii', 'I', 'I', '#vi', 'i', 'ii65', 'v', 'v42', 'IV7', 'v', 'III', 'v42', 'v53', 'III7', 'iii7', 'VII53', 'v42', '#vi42', 'IV42', 'iv', 'v', 'v42', 'VII53', 'VII', 'VII', 'VII', '#vi42', 'IV', 'iv7', '#vi42', 'III', '-', 'ii42', 'v', 'IV53', 'v', 'IV53', '#vi42', 'IV7', 'iv', 'IV', 'iii', 'v42', 'v53', 'III7', 'VII53', 'VII64', 'vii43', 'v42', 'III', 'iv', 'i', 'ii6', 'v7', 'v53', 'v', 'v', 'v43', 'v43', 'v', 'v']",c minor
20,"023---Atif-Aslam,-Chinmayi,-Pritam---Main-Rang-Sharbaton-Ka-(From-Phata-Poster-Nikhla-Hero-)_basic_pitch.mid",,"['i', 'i', 'v', 'bbvii', 'biv', 'v7', 'biv', 'biv', 'bbvii', 'biv', 'v42', 'biv', 'biv', 'biv', 'biv', 'biv', 'iv', 'biv', 'biv', 'i', 'biv', 'i', 'i', 'iv', 'biii', 'biv', 'iv', 'i', 'iv', 'i', 'i', 'bbvii', 'bIII53', 'i', 'ii42', 'ii65', 'i', 'ii42', 'iv', 'biv', 'iv', 'v42', 'bbvii', 'biv', 'i', 'bbvii', 'i', 'v42', 'biv', 'iv', 'iv', 'i7', 'iv', 'ii42', 'biv', 'bbvii', 'iv', 'bbvii', 'iv', 'biv', 'biv', 'bbvii', 'iv', 'ii', 'biv', 'ii7', 'iv', 'ii42', 'bbvii', 'ii42', 'biv', 'ii42', 'v42', 'biv', 'i', 'ii65', 'iv', 'v42', 'biv', 'biv', 'biv', 'i42', 'v', 'i', 'bbvii', 'ii7', 'bi', 'v42', 'ii', 'ii7', 'biv', 'iv', 'iv', 'biv', 'biv', 'biv', 'iv', 'iv', 'iv', 'biv', 'bvii', 'ii42', 'v7', 'bvii', 'i', 'i', 'v43', 'biv', 'iv', 'ii65', 'biv', 'biv', 'ii65', 'i', 'bbvii', 'v7', 'iv', 'v42', 'biv', 'ii42', 'i', 'i', 'ii42', 'ii42', 'biv', 'i', 'biv', 'biv', 'biv', 'ii42', 'i']",F# major
21,024---Atif-Aslam---Tu-Jaane-Na-(From-Ajab-Prem-Ki-Ghazab-Kahani-)_basic_pitch.mid,,"['-', 'I53', 'iii', 'ii53', 'v', 'I', 'iii', 'ii', 'V', 'i', 'V', 'i', 'V', 'I53', 'V53', 'i', 'I', 'i', 'iii6', 'ii43', 'iii65', 'i', 'v', 'IV', 'v', 'I53', 'V', 'ii43', 'v', 'I53', 'v', 'IV', 'v', 'v', 'I53', 'iii', 'ii', 'iii', 'I53', 'iii', 'ii64', 'V', 'I', 'V', 'i', 'v7', 'vi6', 'V7', 'I', 'I53', 'i', 'I', 'vi65', 'vi42', 'vii43', 'v', 'I53', 'v7', 'vi7', 'vi43', 'i', 'v', 'IV', 'v', 'i', 'v7', 'vi53', 'vi64', 'IV', 'v42', 'i', 'I6', 'IV53', 'iv', 'I', 'I53', 'I7', 'ii43', 'iii65', 'I', 'v', 'v42', 'v', 'i', 'vi', 'I', 'V', 'i', 'V', 'i', 'V', 'i', 'i', 'vi7', 'iii', 'bVII53', 'iii', 'bVII53', 'vii', 'II42', 'i', 'v', 'IV', 'v', 'i', 'v', 'vi53', 'ii', 'i', 'v', 'IV', 'v', 'i', 'v', 'vi53', 'vi64', 'IV', 'IV', 'i', 'iii', 'IV6', 'v42', 'I53', 'I53', 'i43', 'vii', 'iii65', 'i', 'v', 'IV', 'iii65', 'i', 'V', 'ii43', 'v', 'I53', 'v', 'IV', 'v', 'iii65', 'I53', 'iii', 'ii', 'V', 'I', 'iii', 'ii43', 'V53', 'i', 'iii6', 'i', 'V', 'vi', 'iii', 'i', 'V', 'I', 'V', 'i', 'V7', 'I', 'v', 'I', 'I43', 'i', 'I7', 'i', 'I53', 'i', 'bVII']",G major
22,"025---Atif-Aslam,-Sunidhi-Chauhan,-Pritam---Be-Intehaan-(From-Race-2-)_basic_pitch.mid",,"['vi', 'vi', 'IV7', 'iii7', 'I', 'ii64', 'vi42', 'v7', 'IV53', 'IV42', 'vi', 'vii', 'IV', 'vi64', 'ii43', 'I', 'I', 'I', 'vi53', 'IV7', 'ii', 'v42', 'v', 'I53', 'vi6', 'vi', 'ii', 'ii65', 'v43', '#i', 'v7', 'iv', 'ii', 'I', 'IV65', 'ii65', 'i43', 'vii', 'I53', 'I53', 'ii53', 'ii6', 'IV53', 'ii42', 'I', 'I', 'vi64', 'vi', 'ii7', 'ii7', 'v7', 'I53', 'I', 'IV53', 'i', 'IV6', 'i', 'IV53', 'iv', 'ii', 'i', 'I53', 'vi53', 'vi53', 'ii7', 'iv', 'v', 'v', 'vi42', 'I53', 'iv', 'iii65', 'vi7', 'I6', 'iii', 'vi42', 'vi7', 'iv', 'I', 'vi7', 'vi7', 'ii65', 'V53', 'V65', 'iv43', 'vi53', 'vi53', 'I64', 'IV', 'ii64', '#i', 'iv7', 'iii', 'vii42', 'ii6', 'iv7', 'iii', 'ii43', 'vi', 'I', 'I53', 'ii43', 'IV6', 'IV', 'I', 'I', 'vi64', 'vi53', 'ii7', 'vi7', 'ii7', 'iii65', 'I53', 'vi65', 'IV53', 'IV', 'iv', 'iv', 'IV', 'ii', 'i', 'I53', 'I', 'vi53', 'vi53', 'ii7', 'v', 'i', 'I64', 'vi53', 'IV7', 'iv', 'ii53', 'ii7', 'v', 'i', 'iv', 'v', 'ii7', 'IV', 'vi7', 'V53', 'IV53', 'ii42', 'I7']",G major
23,"026---Atif-Aslam,-Mithoon---Kuch-Is-Tarah-(From-Doorie-)_basic_pitch.mid",,"['I', 'i', 'iii', 'I', 'vi53', 'V42', 'i43', 'iii', 'iv42', 'I', 'I', 'I53', 'I', 'I53', 'I64', 'ii6', 'iii7', 'iii7', 'I', 'vi', 'ii', 'iii7', 'iii7', 'iii7', 'vi7', 'ii65', 'iii7', 'iii7', 'ii43', 'vi42', 'ii65', 'iii7', 'iii7', 'vi', 'ii', 'vii64', 'iii7', '#i', 'vi', 'vi7', 'I', 'iii', 'vi', 'vi', 'V42', 'I', 'iii', 'vi53', 'vi', 'ii', 'ii', 'I', 'ii7', 'i7', 'I7', 'iv', 'vii', 'iii53', 'iii7', 'vi', 'ii6', 'vii43', 'iii7', 'iii7', 'vi', 'vi7', 'I', 'iii', 'vi', 'vi53', 'IV53', 'I', 'iii', 'vi7', 'vi7', 'I53', 'I53', 'iii7', 'IV53', 'iii7', 'I53', '#i', 'iii', 'IV53', 'iii7', 'vi', 'vi42', 'V', 'IV53', 'V', 'V', 'v42', 'vii', 'iii7', 'iii7', 'iii', 'ii', 'vii43', 'iii7', 'iii7', 'ii', 'iii7', 'I53', 'iii', 'vi', 'vi', 'V', 'I53', 'iii', 'vi53', 'vi53', 'I53', 'iii', 'iii53', 'IV53', 'iii7', 'I53', 'iii', 'vii', 'IV53', 'iii', 'vi', 'V', 'V53', 'IV', 'V', 'vi', 'V', 'V7', 'iv', 'I', 'v', 'iii', 'iii7', 'iii', 'I', 'vi7', 'ii', 'I65', 'iii53', 'iii7', 'ii', 'ii6', 'I65', 'iii53', 'I', 'ii', 'ii65', 'iii7', 'iii7', 'iii7', 'vi', 'vi53', 'vi', 'vi', 'iii']",F major
24,"027---Atif-Aslam,-Alisha-Chinai,-Pritam---Tera-Hone-Laga-Hoon-(From-Ajab-Prem-Ki-Ghazab-Kahani-)_basic_pitch.mid",,"['iii42', 'iii65', 'V', 'vii', 'iii43', '#iii42', '#vii42', 'V', 'iii64', '#vii', '#vii42', '#vii42', 'iii64', 'iii', '#vii42', 'v6', 'v6', 'v', 'v', 'v', '#iii', 'v', 'vii7', 'iii43', '#iii', '#iii42', '#iii', 'iii', 'iii64', 'iii64', 'iii65', 'iii43', '#iii', 'iii42', '#iii', 'iii', 'iii64', 'iii43', 'iii64', 'iii64', 'iii65', 'iii', 'v', 'iii', 'iii', 'iii43', 'iii64', 'iii64', 'vi7', 'iii42', '#i43', 'II', '#iii', 'iii64', 'iii', 'iii42', 'V53', 'II53', 'v', 'V', 'v6', 'iii43', 'iii', 'iii', '#iii', 'iii64', 'v', '#iii43', '#iii', 'iii65', 'vi42', '#vii42', 'iii', 'iii43', 'iii43', 'iii43', 'vi', 'iii42', 'iii64', 'iii6', 'iii64', 'iii43', 'iii64', 'iii', 'iii64', 'ii', 'v53', 'vi', 'iii53', 'vi', 'v', '#iii42', 'iii', 'ii', 'ii', 'iii', 'v', 'iii42', 'v53', 'II53', 'v', 'iii64', 'iii', 'iii42', 'v', 'II', 'v', 'v53', 'v6', 'v6', 'iii', 'v', 'iii64', 'iii64', 'v', 'iii43', 'iii43', 'iii65', 'iii', '#vii42', 'iii', 'iii', 'iii', '#iii43', 'iii64', 'iii42', 'vi7', 'iii43', 'iii64', 'iii43', 'iii64', 'iii64', 'iii64', 'v', 'v', 'iii64', 'iii64', 'iii', 'v6', 'iii43', 'iii43', 'V', 'vii42', 'iii', 'vi43', 'iii43', 'ii']",A- major
